descricao_transacao,valor_transacao,categoria
Recebimento de dividendos,1996.13,Receitas
Compra em Vivo Fibra (unidade próxima),5418.51,Moradia
Pagamento de fatura - InDriver (via cartão),15.48,Transporte
Compra online - Taxa de Condomínio (unidade centro),1977.79,Moradia
Transação - Booking.com (parcelado em 10x),1407.01,Lazer
Pagamento de fatura - Bilhete Único (loja shopping),148.91,Transporte
Pagamento de fatura - Cobasi (loja shopping),432.57,Pets
PLR - Participação nos Lucros,7847.6,Receitas
Débito - Studio de Manicure Nail Art (compra do mês),425.29,Serviços
Salário mensal - Recepcionista,1493.07,Receitas
Pagamento de fatura - Magazine Luiza (uso pessoal),1908.86,Compras
Despesa - Telhanorte (pedido via app),2316.64,Moradia
Transação - Restaurante Self-Service (compra do mês),724.16,Alimentação
Pagamento de fatura - iFood (pedido via app),641.27,Alimentação
Pagamento de conta - Imobiliária Lopes - Aluguel (pedido via app),4437.66,Moradia
Serviço prestado - Clínica Veterinária Vida Animal (via cartão),38.75,Pets
Transação - BTG Pactual - Aporte (unidade centro),1688.01,Investimentos
Depósito de salário,1552.11,Receitas
Transação - Renner (via cartão),69.59,Compras
Compra online - Mercado Livre (loja shopping),203.89,Compras
Pagamento por serviço prestado (freelance),2027.47,Receitas
Compra online - Oficina Mecânica Silva (uso pessoal),36.61,Transporte
Depósito de salário,1526.74,Receitas
Recebimento de dividendos,2398.64,Receitas
Pagamento - Kinoplex (parcelado em 12x),1058.79,Lazer
Mensalidade - Google One (cobrança automática),413.47,Serviços
Compra online - Taxa Bancária (pedido via app),289.25,Outros
Pagamento - Uber (unidade próxima),19.99,Transporte
Despesa - CVC Viagens (unidade próxima),713.85,Lazer
Venda de produto usado,2741.39,Receitas
Transação - Fast Shop (uso pessoal),310.36,Compras
Serviço prestado - Livraria Saraiva (via cartão),2989.9,Educação
Transação - Sabesp (pedido via app),503.6,Moradia
Pagamento de fatura - C&A (parcelado em 3x),984.54,Compras
Serviço prestado - Livraria Saraiva (unidade próxima),110.67,Educação
Mensalidade - Claro (fatura do mês),40.71,Serviços
Transação - Amazon (parcelado em 4x),381.96,Compras
Pagamento de salário - Fevereiro,4199.78,Receitas
Despesa - Ultragaz (loja shopping),2618.61,Moradia
Débito automático - Bradesco Seguros (cobrança automática),435.33,Serviços
Compra online - Ingresso.com - Show (parcelado em 6x),705.35,Lazer
PIX recebido de terceiro,1625.24,Receitas
Serviço prestado - Uber Eats (via cartão),90.93,Alimentação
Cobrança recorrente - Bluefit (renovação do plano),114.76,Saúde
Bônus anual da empresa,7252.04,Receitas
Pagamento de conta - Pub Cervejaria Artesanal (uso pessoal),1342.3,Lazer
Compra online - Restaurante Sabor Caseiro,96.06,Alimentação
Pagamento de conta - Fast Shop (parcelado em 3x),1213.93,Compras
Débito automático - Porto Seguro (cobrança automática),150.59,Serviços
Pagamento - Vivo Fibra (compra do mês),326.46,Moradia
Compra em C&C Casa e Construção (compra do mês),3762.16,Moradia
Pagamento de conta - Clínica Médica Bem Estar (compra do mês),1053.13,Saúde
Compra em Imobiliária Lopes - Aluguel (loja shopping),1640.56,Moradia
Consumo em Fast Shop (parcelado em 4x),187.25,Compras
Pagamento de conta - Kabum,460.34,Compras
Pagamento - Barbearia Vintage (via cartão),180.33,Serviços
Depósito de salário,4210.81,Receitas
Consumo em Magazine Luiza (loja shopping),2137.59,Compras
Freelance - projeto 52,3553.51,Receitas
Pagamento de salário - Julho,4076.6,Receitas
Mensalidade - Porto Seguro (renovação do plano),98.79,Serviços
Despesa - Cartório Central (compra à vista),602.27,Outros
Transferência PIX recebida,226.49,Receitas
Pagamento - CPFL Energia (via cartão),2528.67,Moradia
Consumo em Papelaria Central (loja shopping),1095.07,Educação
Salário mensal - Aposentado,5273.84,Receitas
Recebimento de freelance,6114.8,Receitas
Depósito de salário,4987.99,Receitas
Serviço prestado - Copasa (compra do mês),4536.3,Moradia
Consumo em McDonald's (via cartão),77.73,Alimentação
Restituição de Imposto de Renda,3023.68,Receitas
Pagamento de fatura - Tesouro Direto - Aplicação (compra à vista),1479.7,Investimentos
Depósito de salário,5103.5,Receitas
Pagamento de conta - Estacionamento Multipark (compra à vista),424.33,Transporte
Consumo em Coffee Lab (via cartão),679.7,Alimentação
Renovação de assinatura - Microsoft 365,194.85,Serviços
Serviço prestado - Rico Investimentos - Aporte (pedido via app),3886.96,Investimentos
Pagamento de fatura - Oficina Mecânica Silva (pedido via app),148.01,Transporte
Consumo em Salão de Beleza Charme (compra à vista),105.26,Serviços
Pagamento - Taxa Bancária (pedido via app),193.9,Outros
Dividendos - Ações B3,108.38,Receitas
Salário mensal - Aposentado,5181.48,Receitas
Compra em Pub Cervejaria Artesanal,1082.58,Lazer
Débito - Açougue Casa da Carne (pedido via app),721.58,Alimentação
Cobrança recorrente - Bradesco Seguros (renovação do plano),212.38,Serviços
Consumo em Bar do Zé (uso pessoal),1356.74,Lazer
Débito - Casas Bahia (compra à vista),1448.47,Compras
Depósito de salário,4986.67,Receitas
Compra online - Shell (loja shopping),252.77,Transporte
Bônus anual da empresa,3668.41,Receitas
Débito - Boteco da Esquina (unidade centro),617.2,Lazer
Compra online - Copasa,5472.35,Moradia
Rendimento de investimento - CDB,639.93,Receitas
Serviço prestado - Sabesp (pedido via app),985.15,Moradia
Débito - Salão de Beleza Charme (pedido via app),354.65,Serviços
Transação - Oficina Mecânica Silva (via cartão),48.71,Transporte
Compra online - BTG Pactual - Aporte (unidade centro),2833.56,Investimentos
Venda de produto usado,1385.08,Receitas
Renovação de assinatura - Porto Seguro (plano mensal),108.5,Serviços
Pagamento - Imobiliária Lopes - Aluguel (compra do mês),2922.43,Moradia
Despesa - Centauro (compra do mês),1655.16,Compras
Consumo em Clínica Veterinária Vida Animal (compra do mês),48.08,Pets
Débito - XP Investimentos - Aporte (unidade próxima),3482.32,Investimentos
Pagamento de fatura - Light (uso pessoal),2127.65,Moradia
Depósito de salário,5000.06,Receitas
Pagamento - Cedae (via cartão),4428.08,Moradia
Serviço prestado - Fundo Imobiliário - Aporte (unidade centro),960.54,Investimentos
Pagamento de conta - Barbearia Vintage (compra à vista),347.82,Serviços
Débito - UCI Cinemas,131.41,Lazer
Débito - McDonald's (unidade próxima),304.15,Alimentação
Pagamento de conta - Mercadinho Bom Preço (compra do mês),556.12,Alimentação
Bônus anual da empresa,3529.36,Receitas
Compra online - Embasa,164.75,Moradia
Compra em Petshop Amigo Fiel (via cartão),486.08,Pets
Despesa - Uber Eats,527.53,Alimentação
Cobrança recorrente - Porto Seguro (renovação do plano),203.92,Serviços
Débito - Farmácia São João (compra à vista),1007.08,Saúde
Serviço prestado - Habib's (uso pessoal),867.74,Alimentação
Serviço prestado - CDB Banco Inter,2348.12,Investimentos
Débito - Bar do Zé (loja shopping),497.07,Lazer
Pagamento de conta - Açougue Central (compra do mês),36.5,Alimentação
Consumo em Booking.com (pedido via app),316.41,Lazer
Venda de produto usado,2495.65,Receitas
Compra em Amazon (unidade centro),378.43,Compras
Transação - CDB Banco Inter (compra à vista),1745.58,Investimentos
Débito automático - Claro (renovação do plano),89.64,Serviços
Débito - Oi Fibra (pedido via app),1319.54,Moradia
Pagamento de fatura - Latam Viagens (loja shopping),1076.43,Lazer
Pagamento - XP Investimentos - Aporte,170.93,Investimentos
Pagamento de salário - Dezembro,8094.24,Receitas
Depósito de salário,7926.44,Receitas
Compra online - InDriver,12.77,Transporte
Débito - Pague Menos (via cartão),260.42,Saúde
Serviço prestado - Shell (pedido via app),257.16,Transporte
Compra online - Pub Cervejaria Artesanal (unidade próxima),978.47,Lazer
Salário mensal - Designer Gráfico,7813.81,Receitas
Aluguel recebido - imóvel próprio,3282.4,Receitas
Serviço prestado - Posto Ale (compra à vista),423.33,Transporte
Salário mensal - Designer Gráfico,8070.96,Receitas
Transação - McDonald's (compra à vista),97.29,Alimentação
Compra online - Açougue Central (loja shopping),253.11,Alimentação
Pagamento de conta - NuInvest - Aporte (unidade centro),4453.5,Investimentos
Cobrança recorrente - Google One (via cartão cadastrado),359.94,Serviços
Despesa - Livraria Saraiva (unidade próxima),244.69,Educação
Pagamento - Livraria Saraiva (loja shopping),1672.89,Educação
Mensalidade - Google One (via cartão cadastrado),295.55,Serviços
Pagamento - IPTU (compra do mês),573.39,Impostos
Transferência PIX recebida,2067.52,Receitas
Aluguel recebido - imóvel próprio,2706.44,Receitas
Assinatura mensal - Porto Seguro (via cartão cadastrado),16.64,Serviços
Pagamento de conta - Consultório Dentário Dr. Souza (unidade centro),838.81,Saúde
Transação - Boteco da Esquina,747.96,Lazer
Pagamento de conta - Imposto de Renda - DARF (unidade próxima),2511.41,Impostos
Débito - Barbearia Vintage (compra à vista),359.36,Serviços
Transação - Açougue Casa da Carne (unidade próxima),103.78,Alimentação
Pagamento - Escola Municipal Monteiro Lobato (compra do mês),1599.69,Educação
Serviço prestado - Açougue Boi Gordo (loja shopping),78.5,Alimentação
Pagamento - Hospital São Lucas (pedido via app),1795.99,Saúde
Pagamento de conta - Fundo Imobiliário - Aporte (uso pessoal),4405.11,Investimentos
Pagamento de fatura - CDB Banco Inter (loja shopping),2705.85,Investimentos
Cobrança recorrente - Amil (cobrança automática),1799.34,Saúde
Pagamento de conta - CDB Banco Inter,348.99,Investimentos
Serviço prestado - Borracharia Central (compra do mês),416.07,Transporte
Compra em Clínica Vida Saudável (via cartão),554.4,Saúde
Consumo em Metrô (compra do mês),385.94,Transporte
Transação - Centauro (compra à vista),989.33,Compras
Compra em Auto Center Roda Viva (unidade centro),29.24,Transporte
Serviço prestado - 99 (compra à vista),65.18,Transporte
Pagamento de salário - Outubro,3995.11,Receitas
Pagamento de fatura - Drogasil (compra do mês),672.16,Saúde
Recebimento por venda,940.05,Receitas
Restituição de Imposto de Renda,4806.46,Receitas
Pagamento - Hospital São Lucas (via cartão),1654.65,Saúde
Compra online - UCI Cinemas (compra do mês),545.19,Lazer
Dividendos - Ações B3,3098.26,Receitas
Consumo em NuInvest - Aporte (loja shopping),971.15,Investimentos
Compra online - Americanas (compra do mês),971.84,Compras
Despesa - Salão de Beleza Charme (compra à vista),259.21,Serviços
Depósito de salário,4141.72,Receitas
Compra em BTG Pactual - Aporte (compra à vista),4520.11,Investimentos
Compra em Tesouro Direto - Aplicação (pedido via app),938.07,Investimentos
Despesa - Uber Eats (unidade próxima),548.09,Alimentação
Assinatura mensal - Disney+,36.54,Lazer
Despesa - Zona Azul (compra do mês),421.69,Transporte
Pagamento - Correios,37.91,Serviços
Pagamento - Mercado Livre (unidade centro),877.21,Compras
Débito automático - Colégio Objetivo (cobrança automática),371.41,Educação
Compra online - IPVA (pedido via app),1273.89,Impostos
Compra em Claro Residencial (via cartão),97.88,Moradia
Compra online - Despachante Rápido (compra do mês),604.22,Outros
Despesa - iFood (unidade centro),531.04,Alimentação
Compra online - Ultragaz (pedido via app),3040.24,Moradia
Pagamento de conta - Hospital Santa Casa (unidade próxima),224.24,Saúde
Pagamento de conta - Shopee (pedido via app),1045.8,Compras
Transação - Uber (pedido via app),45.24,Transporte
Despesa - Neoenergia (loja shopping),5410.07,Moradia
Compra online - Oi Fibra (unidade centro),5827.26,Moradia
Transação - Comgás (via cartão),2563.77,Moradia
Débito - Rappi (unidade próxima),544.09,Alimentação
Restituição - Receita Federal,5365.71,Receitas
Pagamento de fatura - XP Investimentos - Aporte (compra à vista),814.97,Investimentos
Compra em Taxa Bancária (via cartão),384.72,Outros
Transação - Bob's (unidade próxima),175.46,Alimentação
Despesa - Churrascaria Boi na Brasa,252.42,Alimentação
Pagamento - InDriver,45.31,Transporte
Pagamento de salário - Janeiro,12014.56,Receitas
Pagamento - Posto BR Mania (pedido via app),184.1,Transporte
Consumo em Rappi (uso pessoal),219.8,Alimentação
Renovação de assinatura - Amazon Prime Video (renovação do plano),18.69,Lazer
Rendimento de fundo de investimento,1449.51,Receitas
Serviço prestado - Açougue Boi Gordo,264.45,Alimentação
Despesa - Padaria Pão Quente,812.57,Alimentação
Pagamento de salário - Maio,12636.5,Receitas
Débito - Consultório Dentário Dr. Souza (loja shopping),104.83,Saúde
Compra online - C&C Casa e Construção (pedido via app),4514.9,Moradia
Cobrança recorrente - HBO Max (via cartão cadastrado),32.13,Lazer
Pagamento - Subway (loja shopping),335.69,Alimentação
Despesa - Burger King (via cartão),107.77,Alimentação
Serviço prestado - Riachuelo (uso pessoal),115.79,Compras
Pagamento de conta - Ultragaz,3812.24,Moradia
Renovação de assinatura - iCloud Armazenamento (renovação do plano),218.69,Serviços
Pagamento de fatura - Magazine Luiza (pedido via app),1263.94,Compras
Débito - Oficina Mecânica Silva (uso pessoal),355.8,Transporte
Despesa - Centauro (compra à vista),1720.41,Compras
Pagamento de salário - Setembro,2680.89,Receitas
Venda online - Marketplace,339.84,Receitas
Salário mensal - Vendedor,2736.64,Receitas
Depósito de salário,2632.49,Receitas
Recebimento de aluguel de imóvel,1640.99,Receitas
PIX recebido de terceiro,2360.63,Receitas
Renovação de assinatura - Vivo (renovação do plano),74.02,Serviços
Despesa - Padaria Pão Quente (pedido via app),188.21,Alimentação
Compra online - Subway (compra do mês),392.76,Alimentação
Despesa - Ingresso.com - Show (loja shopping),444.57,Lazer
Transação - Supermercado São Vicente (uso pessoal),521.64,Alimentação
Pagamento - Cafeteria do Bairro (via cartão),388.08,Alimentação
Transação - Bar do Zé (via cartão),325.2,Lazer
Pagamento por serviço prestado (freelance),5876.56,Receitas
Serviço prestado - Sabesp (via cartão),328.83,Moradia
Compra em Taxa Bancária (loja shopping),421.57,Outros
Consumo em Ipiranga (unidade centro),452.94,Transporte
Pagamento de conta - McDonald's (compra do mês),722.37,Alimentação
Rendimento de investimento - CDB,2326.93,Receitas
Depósito de salário,2681.21,Receitas
Pagamento de fatura - Estapar Estacionamento,378.01,Transporte
Consumo em Clínica Vida Saudável (parcelado em 2x),1399.13,Saúde
Despesa - IPTU (via cartão),4478.67,Impostos
Compra em Subway (compra à vista),185.71,Alimentação
Compra em Centauro (pedido via app),637.53,Compras
Transação - Carrefour (unidade centro),822.9,Alimentação
Pagamento de fatura - Subway (via cartão),869.75,Alimentação
Pagamento - Casas Bahia (via cartão),954.77,Compras
Mensalidade - Porto Seguro (fatura do mês),258.92,Serviços
Transação - Decolar.com (parcelado em 6x),1095.77,Lazer
Cobrança recorrente - SulAmérica Saúde (fatura do mês),1550.6,Saúde
Compra em Restaurante Self-Service (unidade centro),382.0,Alimentação
Pagamento - Cobasi (loja shopping),295.16,Pets
Pagamento de fatura - Booking.com,140.06,Lazer
Compra online - Kabum (compra à vista),75.6,Compras
Renovação de assinatura - Bradesco Seguros (cobrança automática),420.73,Serviços
Transação - Renner (compra à vista),1640.07,Compras
Consumo em Metrô (loja shopping),216.58,Transporte
Rendimento de investimento - Tesouro Direto,1836.07,Receitas
Compra online - Restaurante Self-Service (compra à vista),553.21,Alimentação
Cobrança recorrente - Universidade Estácio,1192.31,Educação
Cobrança recorrente - Amazon Prime Video (via cartão cadastrado),16.57,Lazer
