usuario_id,idade,sexo,estado_civil,dependentes,cidade,estado,profissao,escolaridade,renda_mensal,outras_rendas,nivel_endividamento,score_credito,saldo_medio_conta,limite_cartao,frequencia_poupanca,percentual_renda_investida,tempo_emprego_anos,possui_financiamento,possui_imovel,possui_veiculo,perfil_financeiro
753,45,Feminino,Solteiro,2,Florianópolis,SC,Analista de TI,Superior,6659.05,0.0,34.69,545,1971.28,7732.39,Às vezes,6.07,12.0,Sim,Sim,Sim,Em observação
754,38,Masculino,Divorciado,0,Olinda,PE,Analista Financeiro,Superior,11093.5,0.0,17.24,832,10408.36,16268.1,Frequentemente,20.43,6.2,Não,Sim,Não,Saudável
755,28,Feminino,União Estável,3,Campo Grande,MS,Estudante,Médio,1542.84,0.0,6.67,948,1752.05,2012.43,Sempre,10.0,2.2,Sim,Não,Não,Saudável
756,56,Feminino,Casado,1,Maceió,AL,Jornalista,Médio,5387.93,176.86,63.0,398,736.42,1222.53,Nunca,0.0,0.6,Sim,Não,Não,Em risco
757,25,Feminino,Casado,0,Belém,PA,Analista de TI,Superior,10267.57,0.0,58.0,665,5815.12,13625.16,Às vezes,9.75,5.5,Não,Não,Sim,Em observação
758,47,Masculino,Casado,2,São Paulo,SP,Contador,Superior,7656.93,0.0,58.0,709,2658.6,5863.97,Nunca,6.65,17.7,Não,Não,Sim,Em observação
759,22,Feminino,Divorciado,0,Olinda,PE,Médico,Pós-graduação,16915.76,0.0,69.57,383,2860.25,7792.35,Nunca,2.36,1.5,Não,Sim,Sim,Em risco
760,18,Masculino,Casado,0,Belém,PA,Estudante,Médio,1412.0,0.0,86.36,410,110.24,992.08,Nunca,0.96,0.0,Sim,Não,Não,Em risco
761,43,Feminino,União Estável,0,Niterói,RJ,Desenvolvedor de Software,Pós-graduação,11107.39,0.0,4.43,919,18868.01,23874.84,Às vezes,25.26,6.4,Não,Não,Não,Saudável
762,24,Masculino,Solteiro,0,Goiânia,GO,Aposentado,Fundamental,4571.48,0.0,10.05,959,5904.03,6259.91,Frequentemente,21.71,1.6,Não,Sim,Não,Saudável
763,31,Feminino,Solteiro,0,Natal,RN,Advogado,Pós-graduação,21593.53,6191.34,15.58,755,56163.83,61665.52,Às vezes,23.55,3.8,Não,Sim,Sim,Saudável
764,29,Feminino,União Estável,2,Campo Grande,MS,Cozinheiro,Médio,3160.6,0.0,42.42,533,723.78,2250.44,Às vezes,3.49,9.8,Sim,Sim,Não,Em observação
765,37,Feminino,União Estável,2,Uberlândia,MG,Vendedor,Médio,4406.29,0.0,9.7,845,9999.11,6968.26,Frequentemente,15.23,15.4,Não,Não,Não,Saudável
766,36,Masculino,Divorciado,2,Manaus,AM,Corretor de Imóveis,Superior,11720.88,0.0,45.84,531,2606.62,15003.15,Nunca,3.31,13.2,Não,Sim,Sim,Em observação
767,53,Masculino,Viúvo,4,Feira de Santana,BA,Vendedor,Médio,2733.7,0.0,82.76,398,408.81,653.47,Nunca,1.22,3.7,Sim,Não,Sim,Em risco
768,26,Masculino,Solteiro,0,Campo Grande,MS,Médico,Pós-graduação,15348.4,0.0,68.6,354,-93.97,4957.88,Às vezes,1.07,2.3,Sim,Não,Sim,Em risco
769,37,Feminino,Solteiro,2,Florianópolis,SC,Contador,Superior,10969.56,0.0,8.31,976,29821.27,31406.62,Frequentemente,11.83,2.6,Não,Sim,Sim,Saudável
770,34,Feminino,Casado,1,Porto Alegre,RS,Aposentado,Médio,2887.2,0.0,60.81,413,-74.89,1010.55,Raramente,0.83,8.4,Sim,Não,Não,Em risco
771,25,Masculino,Casado,2,Belo Horizonte,MG,Professor,Superior,6913.35,0.0,4.32,891,11145.33,19114.61,Frequentemente,11.53,7.0,Não,Não,Sim,Saudável
772,18,Masculino,União Estável,0,Cuiabá,MT,Desenvolvedor de Software,Superior,7180.59,0.0,77.69,358,96.05,5696.26,Raramente,1.03,0.0,Sim,Não,Não,Em risco
773,42,Masculino,Casado,1,Juiz de Fora,MG,Professor,Superior,4942.79,1675.28,10.73,798,11813.18,12046.54,Sempre,16.73,9.4,Não,Não,Sim,Saudável
774,33,Masculino,Solteiro,1,Santos,SP,Recepcionista,Médio,2957.51,0.0,44.83,689,1604.65,3874.76,Frequentemente,5.46,2.8,Sim,Sim,Sim,Em observação
775,40,Feminino,Solteiro,0,Londrina,PR,Analista de TI,Pós-graduação,7742.06,0.0,61.51,303,1343.69,1541.74,Frequentemente,1.7,2.7,Sim,Não,Não,Em risco
776,32,Feminino,Solteiro,3,Teresina,PI,Vendedor,Médio,3522.55,627.8,10.14,914,9845.29,9534.75,Sempre,20.46,14.0,Não,Não,Sim,Saudável
777,58,Feminino,Solteiro,1,Uberlândia,MG,Médico,Pós-graduação,34049.08,0.0,4.05,700,61271.95,92977.96,Sempre,20.6,6.8,Não,Sim,Sim,Saudável
778,27,Masculino,Solteiro,0,Caxias do Sul,RS,Advogado,Pós-graduação,11662.69,0.0,31.14,599,2380.84,10465.71,Frequentemente,3.77,9.0,Sim,Não,Sim,Em observação
779,35,Feminino,Casado,1,Niterói,RJ,Cozinheiro,Médio,3242.06,0.0,40.93,578,1387.68,3406.65,Sempre,8.23,16.4,Não,Não,Não,Em observação
780,27,Masculino,Solteiro,4,Rio de Janeiro,RJ,Analista de TI,Médio,6921.68,0.0,33.92,555,2027.27,5111.2,Às vezes,8.45,6.6,Sim,Sim,Sim,Em observação
781,35,Masculino,Viúvo,0,Vila Velha,ES,Gerente Comercial,Superior,11983.4,0.0,32.07,544,3894.06,12898.59,Raramente,8.91,2.8,Sim,Não,Sim,Em observação
782,31,Feminino,Solteiro,3,Juazeiro do Norte,CE,Médico,Pós-graduação,15750.89,0.0,30.48,519,7402.24,18075.11,Raramente,10.69,6.9,Não,Não,Sim,Em observação
783,38,Feminino,Divorciado,3,Curitiba,PR,Cabeleireiro,Médio,5913.23,0.0,15.7,924,6288.25,13548.09,Às vezes,16.32,19.6,Não,Sim,Não,Saudável
784,26,Feminino,Casado,0,Manaus,AM,Estudante,Médio,1958.75,0.0,13.66,812,4397.56,3453.67,Raramente,11.96,8.0,Não,Não,Não,Saudável
785,43,Masculino,Casado,3,Londrina,PR,Designer Gráfico,Superior,7908.75,2139.59,23.93,738,18368.6,14183.65,Frequentemente,13.48,21.2,Não,Sim,Não,Saudável
786,23,Masculino,Solteiro,0,Feira de Santana,BA,Aposentado,Fundamental,2384.28,0.0,79.83,403,102.06,1435.83,Nunca,0.66,2.8,Não,Não,Não,Em risco
787,19,Feminino,Casado,0,Palmas,TO,Vendedor,Médio,3189.8,0.0,25.0,600,1315.17,2820.96,Às vezes,4.82,0.9,Não,Não,Não,Em observação
788,22,Feminino,Solteiro,0,Teresina,PI,Estudante,Médio,1510.16,0.0,48.67,518,779.44,2137.99,Frequentemente,5.03,4.0,Não,Sim,Sim,Em observação
789,41,Feminino,Casado,1,Uberlândia,MG,Empresário,Superior,16241.82,0.0,35.37,582,4772.73,21952.26,Nunca,6.41,19.6,Não,Não,Não,Em observação
790,47,Feminino,Solteiro,0,João Pessoa,PB,Vendedor,Médio,2214.62,0.0,55.0,380,200.37,1004.03,Nunca,1.48,5.5,Não,Não,Sim,Em risco
791,54,Feminino,Solteiro,0,Campinas,SP,Autônomo,Superior,9756.03,0.0,11.67,873,15903.29,29040.3,Sempre,30.06,28.5,Não,Não,Sim,Saudável
792,34,Feminino,Solteiro,0,Blumenau,SC,Designer Gráfico,Superior,4874.65,0.0,48.62,704,3132.06,4804.73,Às vezes,5.67,9.2,Não,Não,Sim,Em observação
793,41,Feminino,Viúvo,3,Londrina,PR,Analista de TI,Superior,10641.52,1511.95,34.7,594,2091.06,14757.99,Frequentemente,1.0,10.4,Não,Não,Sim,Em observação
794,53,Masculino,União Estável,0,Feira de Santana,BA,Desenvolvedor de Software,Pós-graduação,12836.35,0.0,39.29,664,4625.98,18127.69,Às vezes,5.23,33.2,Sim,Sim,Não,Em observação
795,38,Feminino,Solteiro,1,Campo Grande,MS,Vendedor,Fundamental,3768.84,418.97,0.0,825,8877.31,8811.32,Sempre,11.8,14.5,Não,Não,Não,Saudável
796,32,Masculino,Divorciado,0,Pelotas,RS,Motorista,Médio,2767.25,0.0,77.4,439,-135.26,1386.01,Raramente,1.26,3.3,Sim,Não,Não,Em risco
797,26,Feminino,Solteiro,0,Santos,SP,Jornalista,Médio,3236.3,0.0,79.86,490,192.59,2243.34,Raramente,0.0,0.3,Sim,Sim,Sim,Em risco
798,38,Masculino,União Estável,3,Anápolis,GO,Designer Gráfico,Médio,5405.78,369.25,38.22,541,951.13,3489.5,Raramente,4.59,6.4,Sim,Não,Não,Em observação
799,18,Feminino,Solteiro,1,Campo Grande,MS,Contador,Superior,8998.56,0.0,35.73,512,2700.78,5777.13,Às vezes,5.06,0.0,Sim,Sim,Sim,Em observação
800,48,Feminino,Casado,4,Campinas,SP,Corretor de Imóveis,Médio,7002.4,0.0,79.87,420,981.21,3614.81,Às vezes,1.35,16.7,Não,Não,Sim,Em risco
801,39,Feminino,Solteiro,2,Maringá,PR,Farmacêutico,Pós-graduação,7343.69,0.0,46.08,620,2212.72,6128.14,Nunca,9.3,1.9,Não,Não,Sim,Em observação
802,47,Feminino,Divorciado,0,Londrina,PR,Estudante,Médio,1412.0,252.67,12.35,786,973.01,3424.58,Sempre,20.18,16.6,Não,Não,Não,Saudável
803,44,Masculino,Divorciado,1,Cuiabá,MT,Vendedor,Médio,4465.02,0.0,28.0,709,690.76,4101.72,Às vezes,7.33,1.1,Não,Não,Sim,Em observação
804,35,Masculino,Casado,2,Juazeiro do Norte,CE,Cabeleireiro,Médio,3448.7,0.0,45.84,544,620.98,4877.33,Raramente,1.0,16.1,Sim,Não,Não,Em observação
805,36,Masculino,Solteiro,1,Juazeiro do Norte,CE,Corretor de Imóveis,Médio,6517.7,0.0,28.5,609,3412.13,10206.16,Às vezes,4.43,0.8,Sim,Não,Sim,Em observação
806,45,Masculino,Solteiro,3,Fortaleza,CE,Desenvolvedor de Software,Superior,13086.82,0.0,37.48,621,7893.3,20555.69,Raramente,1.0,2.3,Sim,Sim,Sim,Em observação
807,29,Feminino,Solteiro,2,Juiz de Fora,MG,Jornalista,Superior,3181.65,0.0,73.2,445,434.51,965.08,Nunca,0.5,3.2,Não,Não,Não,Em risco
808,57,Masculino,Solteiro,1,Goiânia,GO,Professor,Superior,2287.01,0.0,71.19,455,92.39,1835.82,Raramente,0.73,9.3,Não,Não,Não,Em risco
809,37,Feminino,União Estável,1,Manaus,AM,Cozinheiro,Médio,3235.6,0.0,28.4,588,942.39,3040.96,Raramente,1.59,9.0,Não,Não,Não,Em observação
810,37,Masculino,Solteiro,1,Uberlândia,MG,Engenheiro Civil,Pós-graduação,13562.17,0.0,7.0,795,17955.47,32500.22,Às vezes,24.95,8.3,Não,Sim,Sim,Saudável
811,53,Masculino,Solteiro,0,Blumenau,SC,Pedreiro,Fundamental,2527.09,0.0,98.0,375,130.84,1261.01,Nunca,1.32,1.0,Não,Sim,Não,Em risco
812,35,Feminino,União Estável,3,Teresina,PI,Corretor de Imóveis,Superior,7013.54,0.0,90.23,331,1299.98,3665.6,Raramente,0.52,4.8,Sim,Não,Sim,Em risco
813,36,Feminino,Casado,1,Campo Grande,MS,Farmacêutico,Superior,8711.13,1363.14,1.39,756,19290.8,27784.21,Sempre,21.08,9.2,Não,Não,Não,Saudável
814,33,Feminino,Divorciado,3,Recife,PE,Advogado,Pós-graduação,11620.59,629.54,72.46,502,554.4,8586.64,Raramente,0.9,6.4,Não,Sim,Sim,Em risco
815,37,Masculino,Solteiro,1,São Luís,MA,Autônomo,Fundamental,5665.93,0.0,93.4,472,188.06,1947.2,Raramente,0.0,12.1,Sim,Sim,Não,Em risco
816,23,Feminino,Casado,0,Fortaleza,CE,Cabeleireiro,Médio,4105.19,0.0,43.57,683,2121.83,4842.67,Às vezes,6.56,5.0,Sim,Não,Não,Em observação
817,20,Masculino,Solteiro,0,Duque de Caxias,RJ,Cabeleireiro,Médio,3746.75,0.0,42.19,619,1785.32,2768.36,Sempre,8.77,2.0,Não,Não,Não,Em observação
818,39,Feminino,Casado,1,Rio de Janeiro,RJ,Vendedor,Médio,3335.88,0.0,29.96,654,532.77,4573.18,Raramente,5.99,4.1,Sim,Não,Não,Em observação
819,38,Feminino,Casado,0,Niterói,RJ,Farmacêutico,Superior,8747.03,878.47,19.55,939,23610.94,16994.32,Sempre,15.68,17.0,Sim,Não,Sim,Saudável
820,29,Feminino,Solteiro,1,Salvador,BA,Engenheiro de Produção,Superior,16965.24,909.38,9.2,1000,44300.64,37527.29,Frequentemente,27.78,3.2,Não,Sim,Sim,Saudável
821,38,Feminino,Casado,0,Salvador,BA,Gerente Comercial,Superior,11062.09,803.29,67.28,370,1143.52,2400.26,Nunca,0.0,13.9,Sim,Não,Sim,Em risco
822,43,Masculino,Solteiro,0,Anápolis,GO,Aposentado,Médio,6655.29,0.0,5.58,798,17039.61,15888.51,Sempre,25.42,2.9,Não,Sim,Sim,Saudável
823,26,Outro,Solteiro,0,Blumenau,SC,Motoboy,Fundamental,3349.35,0.0,12.86,700,7697.35,7480.13,Frequentemente,28.82,0.2,Não,Não,Não,Saudável
824,37,Masculino,Solteiro,1,Duque de Caxias,RJ,Farmacêutico,Superior,7815.01,0.0,37.73,680,4374.01,10256.54,Raramente,1.0,9.6,Sim,Não,Não,Em observação
825,20,Masculino,Divorciado,0,Caxias do Sul,RS,Engenheiro Civil,Superior,9817.63,0.0,58.0,585,2943.66,11707.76,Às vezes,8.35,2.0,Sim,Sim,Sim,Em observação
826,56,Masculino,Divorciado,3,Guarulhos,SP,Enfermeiro,Superior,2923.39,0.0,67.46,405,65.99,2133.02,Raramente,0.2,4.8,Não,Não,Não,Em risco
827,22,Feminino,Solteiro,0,Duque de Caxias,RJ,Professor,Superior,6106.91,0.0,26.74,730,8950.2,8938.71,Frequentemente,14.25,3.2,Não,Não,Sim,Saudável
828,54,Feminino,Casado,1,Curitiba,PR,Analista Financeiro,Superior,10733.5,0.0,12.59,769,14435.37,17692.51,Frequentemente,23.21,20.3,Não,Não,Não,Saudável
829,18,Masculino,Casado,0,Niterói,RJ,Contador,Superior,5914.94,0.0,53.95,657,2231.24,7404.31,Às vezes,5.7,0.0,Não,Não,Sim,Em observação
830,51,Feminino,Casado,1,Joinville,SC,Corretor de Imóveis,Médio,6056.63,0.0,48.16,511,1989.95,5588.89,Às vezes,4.97,20.6,Não,Sim,Não,Em observação
831,31,Masculino,Casado,1,Curitiba,PR,Eletricista,Médio,6227.04,1128.39,15.72,851,10146.11,8628.93,Sempre,23.21,1.0,Sim,Não,Sim,Saudável
832,37,Feminino,Solteiro,0,Juazeiro do Norte,CE,Engenheiro de Produção,Pós-graduação,9554.29,0.0,38.94,642,3333.43,10100.88,Nunca,7.83,5.2,Sim,Não,Não,Em observação
833,19,Feminino,Divorciado,0,Maceió,AL,Motorista,Médio,4320.94,881.01,22.7,867,11347.93,9809.46,Frequentemente,21.45,1.0,Não,Não,Sim,Saudável
834,25,Masculino,Casado,0,Duque de Caxias,RJ,Desenvolvedor de Software,Superior,10128.19,0.0,10.69,792,23029.76,21985.73,Frequentemente,26.29,2.8,Sim,Sim,Não,Saudável
835,37,Feminino,Solteiro,1,Blumenau,SC,Advogado,Pós-graduação,10524.8,1283.06,34.5,646,5195.06,15555.09,Frequentemente,1.0,7.8,Não,Não,Não,Em observação
836,53,Feminino,Solteiro,1,Niterói,RJ,Enfermeiro,Pós-graduação,5136.54,770.35,35.03,501,973.71,2807.55,Às vezes,5.89,7.2,Não,Não,Não,Em observação
837,28,Outro,Solteiro,2,Campinas,SP,Engenheiro de Produção,Superior,8103.17,0.0,59.99,435,947.58,6063.97,Às vezes,1.36,1.3,Sim,Não,Não,Em risco
838,24,Masculino,Divorciado,1,Niterói,RJ,Estudante,Superior,1412.0,0.0,47.4,556,341.46,1584.18,Às vezes,4.15,0.5,Sim,Não,Não,Em observação
839,51,Masculino,Casado,2,Joinville,SC,Estudante,Superior,1412.0,154.6,39.15,636,206.22,1906.84,Nunca,4.42,10.3,Não,Não,Não,Em observação
840,55,Masculino,Solteiro,3,Maceió,AL,Autônomo,Médio,6723.59,0.0,28.26,562,2417.22,9787.77,Às vezes,9.64,0.7,Não,Sim,Não,Em observação
841,45,Feminino,Casado,1,Goiânia,GO,Engenheiro Civil,Superior,15393.98,4789.05,23.46,823,39388.27,32997.52,Sempre,20.27,18.8,Sim,Sim,Sim,Saudável
842,35,Feminino,Casado,0,Florianópolis,SC,Motorista,Médio,3344.27,0.0,37.25,570,2048.31,3596.05,Nunca,6.24,1.4,Sim,Não,Não,Em observação
843,18,Feminino,Solteiro,0,Santos,SP,Advogado,Fundamental,20200.11,1829.56,7.81,700,22162.6,50074.8,Frequentemente,26.22,0.0,Não,Sim,Sim,Saudável
844,60,Feminino,Casado,0,Brasília,DF,Gerente Comercial,Superior,6211.64,0.0,82.99,459,1060.34,1235.87,Nunca,0.94,3.5,Sim,Não,Não,Em risco
845,44,Masculino,Solteiro,1,Campo Grande,MS,Vendedor,Médio,4575.6,0.0,18.84,831,8880.99,7241.28,Frequentemente,16.75,12.6,Não,Não,Sim,Saudável
846,33,Feminino,Solteiro,0,João Pessoa,PB,Empresário,Pós-graduação,22980.97,0.0,42.35,551,11132.22,36755.88,Às vezes,10.98,15.0,Não,Sim,Sim,Em observação
847,38,Masculino,Solteiro,1,Pelotas,RS,Estudante,Médio,1412.0,211.85,1.64,944,2243.11,3087.18,Frequentemente,10.0,1.0,Sim,Sim,Não,Saudável
848,31,Feminino,Divorciado,0,Guarulhos,SP,Funcionário Público,Superior,9289.6,0.0,80.75,346,207.95,4798.9,Nunca,1.76,1.7,Sim,Não,Sim,Em risco
849,28,Masculino,Solteiro,1,São Luís,MA,Recepcionista,Médio,3053.11,90.21,56.23,532,722.68,2798.41,Frequentemente,3.56,2.2,Não,Não,Não,Em observação
850,18,Feminino,Casado,0,Vila Velha,ES,Engenheiro Civil,Médio,14421.16,0.0,47.95,558,2144.22,21616.88,Às vezes,7.13,0.0,Não,Sim,Sim,Em observação
851,31,Masculino,União Estável,4,Maringá,PR,Advogado,Pós-graduação,21618.46,1119.46,1.84,922,55426.35,34020.3,Frequentemente,17.17,6.5,Não,Sim,Sim,Saudável
852,52,Feminino,Solteiro,4,Vitória,ES,Engenheiro de Produção,Médio,11500.36,0.0,25.0,626,2135.88,8144.11,Frequentemente,5.89,28.0,Sim,Sim,Sim,Em observação
853,21,Masculino,Casado,1,Salvador,BA,Contador,Fundamental,10069.02,1049.52,12.55,879,20859.92,28842.97,Frequentemente,26.95,2.5,Não,Sim,Sim,Saudável
854,21,Feminino,Solteiro,0,Teresina,PI,Autônomo,Médio,3138.31,0.0,82.09,363,224.39,1365.04,Raramente,1.89,2.3,Sim,Não,Não,Em risco
855,58,Masculino,Casado,3,João Pessoa,PB,Aposentado,Fundamental,6126.3,0.0,0.0,876,12994.19,11343.89,Sempre,25.22,7.6,Não,Não,Sim,Saudável
856,37,Feminino,Casado,2,Palmas,TO,Cozinheiro,Médio,2827.99,653.49,13.99,753,1774.04,4362.36,Sempre,23.0,4.7,Sim,Não,Não,Saudável
857,46,Feminino,Viúvo,0,Belém,PA,Advogado,Pós-graduação,17824.22,0.0,17.67,735,48975.77,38791.06,Às vezes,22.73,17.0,Não,Sim,Sim,Saudável
858,35,Feminino,Casado,1,Duque de Caxias,RJ,Cabeleireiro,Médio,3299.87,0.0,25.0,568,1354.0,2476.4,Às vezes,9.42,8.8,Sim,Não,Não,Em observação
859,54,Masculino,União Estável,1,Recife,PE,Veterinário,Superior,6394.47,0.0,34.58,581,653.6,6022.37,Raramente,9.34,23.8,Não,Não,Sim,Em observação
860,49,Masculino,Divorciado,0,Belém,PA,Motorista,Médio,4598.33,0.0,15.1,722,5305.73,9809.09,Sempre,24.15,26.4,Sim,Sim,Não,Saudável
861,36,Feminino,Divorciado,1,Cuiabá,MT,Estudante,Médio,1412.0,0.0,84.43,342,227.61,405.3,Às vezes,1.1,6.1,Sim,Não,Não,Em risco
862,42,Masculino,Solteiro,2,Juiz de Fora,MG,Eletricista,Médio,4819.13,0.0,54.43,571,1761.63,4295.08,Raramente,2.73,5.4,Não,Não,Não,Em observação
863,62,Feminino,Viúvo,0,Guarulhos,SP,Autônomo,Superior,6752.25,0.0,50.58,593,3366.61,6683.73,Nunca,6.9,1.2,Não,Não,Sim,Em observação
864,37,Masculino,Casado,1,Santos,SP,Analista Financeiro,Superior,8087.89,0.0,40.72,480,2757.71,7237.08,Às vezes,5.01,19.0,Sim,Não,Sim,Em observação
865,51,Feminino,Casado,1,Goiânia,GO,Analista de TI,Superior,7013.01,0.0,39.38,561,1834.54,9894.92,Às vezes,9.4,21.4,Não,Não,Não,Em observação
866,30,Masculino,Solteiro,2,Olinda,PE,Motorista,Fundamental,3226.73,0.0,41.57,511,1412.46,4178.34,Às vezes,7.44,11.1,Não,Sim,Não,Em observação
867,37,Feminino,Casado,1,Caxias do Sul,RS,Advogado,Pós-graduação,16296.86,0.0,25.88,796,10726.59,21448.73,Sempre,27.59,13.8,Não,Sim,Não,Saudável
868,49,Masculino,Solteiro,1,Fortaleza,CE,Motorista,Fundamental,3322.83,457.24,15.12,857,7289.67,7078.78,Às vezes,21.32,12.0,Sim,Não,Não,Saudável
869,50,Masculino,Solteiro,2,Porto Alegre,RS,Cabeleireiro,Pós-graduação,3161.62,0.0,70.29,485,-88.94,1925.72,Às vezes,3.0,6.5,Sim,Não,Não,Em risco
870,66,Feminino,Solteiro,0,Goiânia,GO,Farmacêutico,Superior,5418.91,0.0,85.27,444,601.0,1737.31,Nunca,1.74,7.8,Não,Sim,Sim,Em risco
871,51,Masculino,Viúvo,3,Rio de Janeiro,RJ,Enfermeiro,Pós-graduação,5837.77,516.87,35.04,629,1269.96,4634.77,Raramente,4.16,10.9,Não,Sim,Não,Em observação
872,40,Masculino,Solteiro,0,João Pessoa,PB,Motoboy,Fundamental,3416.42,645.7,19.19,929,7696.77,10538.02,Frequentemente,23.62,12.7,Sim,Sim,Sim,Saudável
873,32,Feminino,Solteiro,2,Maringá,PR,Farmacêutico,Superior,6608.31,740.7,28.26,543,1718.78,4245.7,Frequentemente,6.98,3.0,Não,Sim,Não,Em observação
874,53,Feminino,Solteiro,2,Santos,SP,Cabeleireiro,Médio,4208.92,456.78,43.64,710,2123.96,3354.52,Raramente,11.14,10.8,Não,Não,Não,Em observação
875,52,Masculino,Divorciado,1,Goiânia,GO,Farmacêutico,Superior,7083.08,1647.66,10.28,814,11491.51,22348.75,Sempre,14.36,0.9,Não,Não,Sim,Saudável
876,44,Feminino,Casado,3,Belo Horizonte,MG,Recepcionista,Médio,2778.17,346.45,16.69,786,2542.72,3478.43,Frequentemente,23.04,6.5,Não,Não,Sim,Saudável
877,40,Feminino,Solteiro,0,Cuiabá,MT,Aposentado,Médio,3106.95,0.0,39.59,480,1498.13,4347.72,Às vezes,5.41,14.2,Sim,Sim,Não,Em observação
878,25,Masculino,União Estável,2,Campo Grande,MS,Técnico em Informática,Médio,3810.22,366.79,45.51,574,2099.49,1944.82,Nunca,7.75,6.1,Não,Não,Não,Em observação
879,34,Masculino,Solteiro,2,Salvador,BA,Analista Financeiro,Fundamental,11365.9,851.97,8.99,845,28132.54,29722.7,Frequentemente,10.0,5.1,Não,Sim,Sim,Saudável
880,18,Feminino,Casado,0,Anápolis,GO,Desenvolvedor de Software,Superior,10169.01,0.0,0.86,767,22616.66,20373.51,Às vezes,27.74,0.0,Não,Não,Sim,Saudável
881,59,Feminino,Solteiro,2,Porto Alegre,RS,Veterinário,Superior,10074.62,3292.47,10.84,840,14093.21,17269.55,Sempre,10.0,15.0,Não,Sim,Não,Saudável
882,40,Feminino,Divorciado,1,Porto Alegre,RS,Motorista,Médio,2425.01,0.0,45.44,667,660.08,2237.26,Frequentemente,5.49,15.3,Não,Não,Sim,Em observação
883,43,Feminino,Solteiro,0,São Paulo,SP,Estudante,Médio,1754.7,0.0,0.0,914,2019.84,3408.05,Às vezes,32.0,23.3,Não,Não,Não,Saudável
884,40,Feminino,União Estável,0,São Paulo,SP,Vendedor,Médio,4819.27,0.0,16.71,773,9740.01,9990.22,Frequentemente,11.36,7.9,Não,Não,Não,Saudável
885,21,Masculino,Solteiro,0,Olinda,PE,Corretor de Imóveis,Superior,4379.09,0.0,72.68,399,83.65,2400.22,Nunca,0.0,0.1,Sim,Não,Não,Em risco
886,32,Feminino,Casado,2,Anápolis,GO,Veterinário,Superior,8309.35,2109.77,9.99,858,6171.54,13166.86,Às vezes,20.93,11.9,Não,Não,Sim,Saudável
887,26,Masculino,Solteiro,0,Florianópolis,SC,Enfermeiro,Superior,5430.75,0.0,30.52,563,924.4,7509.66,Às vezes,1.0,4.5,Não,Não,Não,Em observação
888,46,Feminino,Solteiro,0,Manaus,AM,Cozinheiro,Médio,3589.96,0.0,12.86,912,3337.21,7496.98,Às vezes,24.48,4.6,Não,Não,Sim,Saudável
889,47,Feminino,Solteiro,1,Goiânia,GO,Técnico em Informática,Médio,4186.0,0.0,8.78,833,4874.06,9742.64,Às vezes,21.37,27.8,Não,Não,Sim,Saudável
890,36,Masculino,Casado,1,Olinda,PE,Recepcionista,Médio,3493.31,350.6,11.59,700,3483.05,9432.52,Frequentemente,20.18,6.6,Não,Não,Não,Saudável
891,38,Masculino,Casado,0,Feira de Santana,BA,Pedreiro,Fundamental,2711.87,0.0,34.98,632,332.44,1569.34,Raramente,6.97,5.6,Sim,Sim,Sim,Em observação
892,33,Feminino,União Estável,2,Olinda,PE,Engenheiro de Produção,Superior,10040.77,0.0,69.85,315,943.21,7284.86,Raramente,0.33,6.2,Não,Não,Sim,Em risco
893,33,Feminino,Solteiro,0,Santos,SP,Gerente Comercial,Pós-graduação,10774.36,0.0,85.27,396,-454.14,4413.68,Nunca,0.51,7.3,Sim,Sim,Não,Em risco
894,32,Masculino,Solteiro,2,Uberlândia,MG,Analista Financeiro,Superior,8856.61,0.0,34.25,569,2442.23,5901.17,Frequentemente,3.67,7.3,Não,Não,Sim,Em observação
895,55,Masculino,Solteiro,2,Recife,PE,Motorista,Pós-graduação,2921.46,0.0,42.43,540,904.62,3770.92,Frequentemente,12.0,32.7,Sim,Não,Não,Em observação
896,36,Masculino,Solteiro,0,Guarulhos,SP,Cozinheiro,Médio,3691.34,1148.17,20.09,856,6482.27,6876.18,Sempre,24.77,14.1,Não,Não,Não,Saudável
897,43,Masculino,União Estável,0,Caxias do Sul,RS,Recepcionista,Médio,3106.43,0.0,11.32,917,8048.6,3755.06,Raramente,25.18,0.8,Não,Não,Sim,Saudável
898,29,Masculino,Solteiro,0,Brasília,DF,Funcionário Público,Superior,5344.8,0.0,74.47,412,1052.01,3764.95,Frequentemente,0.0,3.8,Não,Sim,Não,Em risco
899,38,Masculino,Divorciado,0,Teresina,PI,Engenheiro Civil,Superior,18111.25,0.0,21.71,700,45349.03,36867.94,Sempre,18.79,8.0,Não,Sim,Sim,Saudável
900,27,Masculino,Solteiro,3,Salvador,BA,Analista Financeiro,Médio,10409.38,0.0,10.27,888,9719.81,24294.46,Sempre,21.29,5.3,Não,Não,Não,Saudável
901,43,Feminino,União Estável,1,Juazeiro do Norte,CE,Pedreiro,Fundamental,2751.33,436.87,16.31,817,5818.31,3708.73,Frequentemente,19.6,1.6,Sim,Sim,Não,Saudável
902,36,Feminino,Solteiro,2,Olinda,PE,Empresário,Superior,18442.57,4002.2,12.92,756,51262.88,50045.01,Sempre,15.17,16.5,Não,Sim,Não,Saudável
903,46,Masculino,Casado,3,Campo Grande,MS,Enfermeiro,Superior,7148.9,1416.42,0.96,775,17700.83,17807.46,Às vezes,10.0,0.5,Não,Não,Sim,Saudável
